experiment_id,generator,model_key,split_kind,fold_id,budget_per_week,threshold,n_total,n_alerts,alerts_per_week,brier_score,calibration_slope,calibration_intercept,precision_tp_before_sl,expectancy_r_per_alert,hit_rate,profit_factor,max_drawdown_r,worst_20_trade_drawdown_r,median_hold_minutes,mean_probability_alerts,event_n_alerts,event_alerts_per_week,event_precision_tp_before_sl,event_expectancy_r_per_alert,event_hit_rate,event_profit_factor,event_max_drawdown_r,event_worst_20_trade_drawdown_r,event_median_hold_minutes,event_mean_probability_alerts,event_max_concurrent_positions,portfolio_selection_policy,overlap_filtered_alerts,primary_metric,test_start,test_end
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_23,1,0.3,23,7,2.3333333333333335,0.48266971741106734,-0.15784170631901603,-1.1161907401981694,0.2857142857142857,-0.14285714285714285,0.2857142857142857,0.8,2.0,2.0,90.0,0.3,10,3.3333333333333335,0.3,-0.1,0.3,0.8571428571428571,3.0,3.0,92.5,0.29999999999999993,3,first_signal,3,-0.14285714285714285,2026-01-26T00:00:00+00:00,2026-02-16T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_23,3,1e-06,23,11,3.6666666666666665,0.48266971741106734,-0.15784170631901603,-1.1161907401981694,0.45454545454545453,0.5103233053521876,0.45454545454545453,2.1227112717748127,3.0,3.0,140.0,0.11251898099199442,23,7.666666666666667,0.5217391304347826,0.6353720156032202,0.5217391304347826,2.4613556358874065,5.0,5.0,140.0,0.13207455612660604,4,first_signal,12,0.5103233053521876,2026-01-26T00:00:00+00:00,2026-02-16T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_24,1,0.5483870967741935,9,7,2.3333333333333335,0.2899757197363857,,,0.14285714285714285,-0.5714285714285714,0.14285714285714285,0.3333333333333333,4.0,4.0,180.0,0.5483870967741935,9,3.0,0.1111111111111111,-0.6666666666666666,0.1111111111111111,0.25,5.0,5.0,70.0,0.5483870967741935,2,first_signal,2,-0.5714285714285714,2026-02-16T00:00:00+00:00,2026-03-09T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_24,3,0.5483870967741935,9,7,2.3333333333333335,0.2899757197363857,,,0.14285714285714285,-0.5714285714285714,0.14285714285714285,0.3333333333333333,4.0,4.0,180.0,0.5483870967741935,9,3.0,0.1111111111111111,-0.6666666666666666,0.1111111111111111,0.25,5.0,5.0,70.0,0.5483870967741935,2,first_signal,2,-0.5714285714285714,2026-02-16T00:00:00+00:00,2026-03-09T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,final,final_frozen,1,0.625,19,2,0.5384615384615384,0.18080279624006246,-0.05013198983095336,-2.4517156487626535,0.0,-1.0,0.0,0.0,1.0,1.0,132.5,0.625,2,0.5384615384615384,0.0,-1.0,0.0,0.0,1.0,1.0,132.5,0.625,1,first_signal,0,-1.0,2026-03-01T00:00:00+00:00,2026-03-27T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,final,final_frozen,3,0.2727272727272727,19,9,2.423076923076923,0.18080279624006246,-0.05013198983095336,-2.4517156487626535,0.1111111111111111,-0.6666666666666666,0.1111111111111111,0.25,5.0,5.0,85.0,0.38797002224169463,12,3.230769230769231,0.08333333333333333,-0.75,0.08333333333333333,0.18181818181818182,8.0,8.0,72.5,0.39267407244833014,2,first_signal,3,-0.6666666666666666,2026-03-01T00:00:00+00:00,2026-03-27T00:00:00+00:00
S1_native_plus_regime,continuation_v1_fast,baseline,outer,outer_01,1,0.3256869563600698,13,5,1.6666666666666667,0.2214471660757991,0.2611771660521221,-1.0939808544397929,0.4,0.2,0.4,1.3333333333333333,3.0,3.0,195.0,0.4363271655854716,8,2.6666666666666665,0.25,-0.04479093811705015,0.25,0.9283344990127198,5.0,5.0,145.0,0.5078730121562798,2,first_signal,3,0.2,2024-10-21T00:00:00+00:00,2024-11-11T00:00:00+00:00
S1_native_plus_regime,continuation_v1_fast,baseline,outer,outer_01,3,0.19312705386256626,13,5,1.6666666666666667,0.2214471660757991,0.2611771660521221,-1.0939808544397929,0.4,0.2,0.4,1.3333333333333333,3.0,3.0,195.0,0.40758669076694665,11,3.6666666666666665,0.2727272727272727,-0.03257522772149102,0.2727272727272727,0.948810356437657,7.0,7.0,130.0,0.44865122505872,3,first_signal,6,0.2,2024-10-21T00:00:00+00:00,2024-11-11T00:00:00+00:00
S1_native_plus_regime,continuation_v1_fast,baseline,outer,outer_02,1,0.75,16,0,0.0,0.18790748578564812,-0.22177970780740264,-4.4584251268710675,,,,,,,,,0,0.0,,,,,,,,,0,first_signal,0,,2024-11-11T00:00:00+00:00,2024-12-02T00:00:00+00:00
S1_native_plus_regime,continuation_v1_fast,baseline,outer,outer_02,3,1e-06,16,9,3.0,0.18790748578564812,-0.22177970780740264,-4.4584251268710675,0.3333333333333333,0.0,0.3333333333333333,1.0,2.0,2.0,80.0,0.00897669488479661,16,5.333333333333333,0.1875,-0.4375,0.1875,0.46153846153846156,6.0,6.0,95.0,0.005049828372698092,2,first_signal,7,0.0,2024-11-11T00:00:00+00:00,2024-12-02T00:00:00+00:00
